SKU,Nombre_Producto ,categoria,PRECIO COMPRA,precio_venta,Margen($),Fecha Actualización,proveedor
MT-0515,"Varilla Níquel 34mm",Hierro,725,974.09,249.09%,01/04/2024,"Industrias del Plata"
MT-0516,"Barra Zinc 12cm",Aluminio,801,1002.04,201.04,2024-09-22,"Aceros del Río"
AC-0517,"Chapa Aluminio™ 48cm",Hierro,509,719,210,06/09/2024,"MetalSur S.A."
MT-0518,"Bobina Cobre 40cm",Zinc,389,569.42,180.42,2024-07-22,"Aceros del Río"
AL-0519,"Chapa Acero Inoxidable 2cm",Zinc,998,1120.94,122.94,2024-11-07,"SiderúrgicaUY"
AC-0520,"Bobina Acero Inoxidable 26cm",Níquel,189,214.92$,25.92,17-01-24,"MetalSur S.A."
AC-0521,"Alambre Titanio 22mm",Cobre,,584.69,141.69,22-11-24,"Fundición Oriental"
BR-0522,"Perfil Bronce 14mm",Níquel,655,737.13,82.13,24-08-24,"Metalúrgica Central"
AC-0523,"Chapa Níquel 25cm",Níquel,754,1124.37,370.37,2024-03-23,"MetalCorp Internacional"
CU-0524,"Perfil Níquel 2mm",Aluminio,388,552.09,164.09,2024-08-18,"MetalCorp Internacional"
BR-0525,"Flejes Zinc™ 39cm",Magnesio,743,1026.53,283.53,17/12/2024,"Aleaciones del Sur"
CU-0526,"Bobina Hierro 36cm",Níquel,417,477.47,60.47,2024-08-09,"SiderúrgicaUY"
CU-0527,"Perfil Bronce® 16cm",Acero Inoxidable,974,1288.8,314.8,25/12/2024,"Aceros del Río"
BR-0528,"Caño Hierro 39cm",Zinc,236,290.76,54.76,07/19/2024,"Aceros del Río"
AC-0529,"Flejes Níquel 4mm",,204,264.42,60.42,07/05/2024,"MetalCorp Internacional"
AL-0530,"Tubo Plomo 48cm",Magnesio,680,921.81,241.81%,03-01-24,"Metalúrgica Central"
AC-0531,"Bobina Zinc 32mm",Acero Inoxidable,288,343.21,55.21,18-07-24,"Aleaciones del Sur"
AC-0532,"Alambre Plomo 20mm",Titanio,191,233.13,42.13%,01-12-24,"MetalSur S.A."
AC-0533,"Perfil Hierro 17cm",Zinc,633,826.39$,193.39,07-11-24,"SiderúrgicaUY"
MT-0534,"Plancha Magnesio 2cm",Cobre,1024,1505.79,481.79,02/12/2024,"MetalSur S.A."
CU-0535,"Perfil Acero Inoxidable 50cm",Bronce,230,335.99,105.99,12-02-24,"Fundición Oriental"
AC-0536,"Barra Aluminio 28mm",Cobre,221,263.22,42.22%,28-05-24,"Aleaciones del Sur"
CU-0537,"Caño Hierro 43cm",Níquel,,916.07,197.07%,07-09-24,"MetalCorp Internacional"
AC-0538,"Caño Aluminio 22mm",,978,1290.99,312.99,03-03-24,"Fundición Oriental"
CU-0539,"Chapa Hierro 15mm",Plomo,189,244.89$,55.89,11/23/2024,"SiderúrgicaUY"
BR-0540,"Varilla Hierro 27mm",Hierro,,790.47,209.47,07/18/2024,"Fundición Oriental"
BR-0541,"Chapa Titanio 2mm",Plomo,447,576.43,129.43,2024-01-20,"SiderúrgicaUY"
BR-0542,"Chapa Aluminio 9cm",Níquel,368,443.81,75.81,09-06-24,"MetalSur S.A."
BR-0543,"Flejes Plomo 26cm",Plomo,418,538.92,120.92,17-06-24,"Aceros del Río"
MT-0544,"Bobina Cobre 33mm",Bronce,746,967.31,221.31%,01-10-24,"Aceros del Río"
CU-0545,"Plancha Zinc® 3mm",Acero Inoxidable,171,248.23,77.23,23/07/2024,"Industrias del Plata"
AC-0546,"Perfil Titanio(6061) 12cm",Plomo,664,895.57,231.57,12/14/2024,"MetalCorp Internacional"
MT-0547,"Alambre Bronce 7cm",Titanio,366,450.56,84.56,2024-10-26,"MetalSur S.A."
MT-0548,"Flejes Cobre 29cm",Hierro,773,873.19,100.19,2024-07-19,"Fundición Oriental"
CU-0549,"Perfil Zinc 49mm",Titanio,985,1300.69,315.69,01-04-24,"Metalúrgica Central"
AC-0550,"Barra Níquel 10mm",Magnesio,266,373.27,107.27,22/06/2024,"Metalúrgica Central"
BR-0551,"Plancha Plomo 27cm",Hierro,943,1290.67,347.67,09/28/2024,"Industrias del Plata"
MT-0552,"Bobina Cobre#304 34cm",Níquel,581,754.34,173.34,28/08/2024,"Aceros del Río"
CU-0553,"Perfil Zinc#304 5cm",Hierro,56,73.33,17.33%,18-12-24,"Aceros del Río"
AC-0554,"Bobina Titanio 33cm",Bronce,941,1187.2,246.2,04-08-24,"SiderúrgicaUY"
BR-0555,"Caño Níquel 13cm",Zinc,113,160.39,47.39,08/10/2024,"Metalúrgica Central"
AC-0556,"Plancha Magnesio&Zinc 26cm",Zinc,649,772.45,123.45,04/12/2024,"Aceros del Río"
CU-0557,"Barra Titanio 42mm",Hierro,362,451.08$,89.08,20-06-24,"MetalSur S.A."
CU-0558,"Tubo Níquel#304 48mm",Acero Inoxidable,97,128.93,31.93,01/16/2024,"SiderúrgicaUY"
CU-0559,"Plancha Zinc(6061) 28mm",Aluminio,822,1014.26,192.26,02-06-24,"Metalúrgica Central"
MT-0560,"Alambre Hierro 47mm",Cobre,662,932.61,270.61,05/11/2024,"Fundición Oriental"
BR-0561,"Barra Zinc 9cm",Acero Inoxidable,1007,1485.21,478.21,06/21/2024,"MetalSur S.A."
MT-0562,"Plancha Titanio&Zinc 20mm",Hierro,958,1099.09,141.09,15-01-24,"MetalCorp Internacional"
AC-0563,"Chapa Bronce(6061) 22cm",Hierro,871,1219.7,348.7,26-12-24,"Aceros del Río"
AC-0564,"Alambre Titanio 3mm",Aluminio,627,758.55,131.55,01/10/2024,"Aceros del Río"
BR-0565,"Tubo Titanio&Zinc 34cm",Zinc,261,360.38,99.38,2024-02-28,"Fundición Oriental"
AC-0566,"Tubo Aluminio 1cm",Zinc,575,749,174,09/01/2024,"Aleaciones del Sur"
CU-0567,"  Chapa Hierro 24mm  ",Zinc,963,1104.2$,141.2%,2024-02-19,"Aceros del Río"
BR-0568,"Alambre Zinc® 43cm",Titanio,174,192.78,18.78,2024-04-21,"Fundición Oriental"
AC-0569,"Perfil Cobre 15cm",Plomo,440,539.17,99.17,13-12-24,"MetalSur S.A."
CU-0570,"Bobina Acero Inoxidable 42cm",Titanio,456,549.93,93.93,01/28/2024,"Fundición Oriental"
BR-0571,"Perfil Níquel 31mm",Bronce,742,995.07,253.07,2024-01-24,"Industrias del Plata"
CU-0572,"Tubo Titanio 35cm",Acero Inoxidable,918,1368.72$,450.72,11-10-24,"Aceros del Río"
AL-0573,"Flejes Aluminio 19cm",Zinc,680,762.96,82.96,03-11-24,"Metalúrgica Central"
CU-0574,"Perfil Titanio 49cm",Plomo,832,1247.43,415.43,05/20/2024,"MetalCorp Internacional"
AC-0575,"Caño Níquel 12cm",Zinc,601,860.28,259.28,2024-01-10,"MetalCorp Internacional"
CU-0576,"Caño Hierro 22mm",Aluminio,777,1156.54,379.54,20-12-24,"Aceros del Río"
AC-0577,"  Chapa Acero Inoxidable 10cm  ",Níquel,234,316.39,82.39,11/08/2024,"Metalúrgica Central"
CU-0578,"Flejes Acero Inoxidable 30mm",Magnesio,465,570.46,105.46%,2024-07-04,"Industrias del Plata"
MT-0579,"Alambre Bronce 40cm",Aluminio,799,1113.18,314.18%,17-05-24,"MetalCorp Internacional"
BR-0580,"Barra Magnesio 7mm",Hierro,345,504.27,159.27,09/21/2024,"Industrias del Plata"
MT-0581,"  Plancha Plomo 4cm  ",Hierro,934,1137.08,203.08,05/17/2024,"Aleaciones del Sur"
AC-0582,"Tubo Aluminio 10mm",Hierro,527,769.57,242.57,04/28/2024,"MetalCorp Internacional"
CU-0583,"Bobina Cobre 6cm",Zinc,621,722.16,101.16,26/08/2024,"Aceros del Río"
MT-0584,"Chapa Titanio 11cm",Aluminio,223,332.93,109.93,02-05-24,"SiderúrgicaUY"
CU-0585,"Barra Aluminio 22mm",Plomo,608,821.63,213.63,2024-08-19,"Aceros del Río"
AC-0586,"Barra Titanio® 50mm",Aluminio,1030,1497.83,467.83,16/04/2024,"Fundición Oriental"
BR-0587,"Plancha Cobre 38mm",Bronce,1024,1480.77,456.77,24/10/2024,"MetalCorp Internacional"
MT-0588,"Barra Acero Inoxidable® 46cm",Níquel,449,609.69,160.69,26/01/2024,"Aceros del Río"
AC-0589,"Tubo Zinc 17mm",Magnesio,438,613.55,175.55,24-11-24,"MetalCorp Internacional"
AL-0590,"Tubo Bronce 26cm",Aluminio,917,1372.9,455.9,01/18/2024,"MetalCorp Internacional"
AL-0591,"Barra Aluminio 39mm",Aluminio,718,834.31,116.31%,21-02-24,"Industrias del Plata"
AC-0592,"Perfil Hierro 39cm",Magnesio,100,148.5,48.5,25-01-24,"Industrias del Plata"
AC-0593,"  Caño Titanio(6061) 4cm  ",Níquel,968,1237.55,269.55,08/08/2024,"Aceros del Río"
MT-0594,"Bobina Titanio 16cm",Hierro,456,542.89,86.89,2024-11-12,"SiderúrgicaUY"
AL-0595,"  Bobina Acero Inoxidable 19mm  ",Níquel,686,939.26,253.26,06/06/2024,"MetalSur S.A."
AC-0596,"Varilla Aluminio™ 39cm",Aluminio,545,756.38,211.38,28/10/2024,"Aceros del Río"
MT-0597,"Bobina Titanio 47cm",Zinc,776,1111.37,335.37,18/03/2024,"SiderúrgicaUY"
CU-0598,"Caño Plomo 12cm",Bronce,747,1084.54$,337.54,2024-05-06,"Metalúrgica Central"
AL-0599,"Chapa Acero Inoxidable 38mm",Níquel,148,218.2,70.2,01/12/2024,"Fundición Oriental"
MT-0600,"Plancha Titanio 5mm",Plomo,957,1171.3,214.3,25-09-24,"Aceros del Río"
MT-0601,"Caño Zinc 40mm",Bronce,860,1249.52,389.52,12/09/2024,"SiderúrgicaUY"
AC-0602,"Alambre Aluminio 2mm",Acero Inoxidable,399,559.45,160.45,24/06/2024,"Metalúrgica Central"
AC-0603,"Tubo Aluminio&Zinc 2mm",Hierro,333,370.52,37.52,2024-12-23,"Metalúrgica Central"
AC-0604,"Flejes Acero Inoxidable 11cm",Titanio,915,1127.61,212.61,2024-08-25,"MetalSur S.A."
AC-0605,"Barra Magnesio 26mm",Plomo,792,1124.11,332.11,12/21/2024,"Aleaciones del Sur"
MT-0606,"Tubo Acero Inoxidable 28cm",Cobre,951,1050.54,99.54,22-05-24,"Industrias del Plata"
CU-0607,"  Barra Plomo 30mm  ",Titanio,215,305.66,90.66,14/03/2024,"MetalCorp Internacional"
AL-0608,"Tubo Aluminio 45mm",Aluminio,984,1316.09,332.09,28/11/2024,"Aleaciones del Sur"
AC-0609,"Tubo Zinc 12cm",Aluminio,167,232.33,65.33,10/04/2024,"MetalSur S.A."
BR-0610,"Caño Níquel 13cm",Magnesio,940,1220.57,280.57,17/04/2024,"Aceros del Río"
AL-0611,"Tubo Cobre 19mm",Hierro,581,866.01,285.01%,01/23/2024,"MetalCorp Internacional"
MT-0612,"Alambre Plomo™ 20cm",Hierro,967,1229.6,262.6,16-07-24,"Industrias del Plata"
AL-0613,"Varilla Magnesio 36cm",Zinc,352,497.37,145.37,2024-08-12,"Aceros del Río"
MT-0614,"Tubo Bronce 34mm",Magnesio,128,161.54,33.54,01/11/2024,"MetalSur S.A."
BR-0615,"Chapa Plomo® 45cm",Aluminio,1012,1315.91,303.91,26-10-24,"MetalCorp Internacional"
AL-0616,"Flejes Aluminio 3cm",Titanio,808,1011.38,203.38,2024-01-24,"Industrias del Plata"
AC-0617,"Perfil Hierro(6061) 35mm",Níquel,91,135.74,44.74,27/08/2024,"Aceros del Río"
BR-0618,"Perfil Cobre 32mm",Acero Inoxidable,547,753.94$,206.94%,07/01/2024,"SiderúrgicaUY"
CU-0619,"Barra Hierro 15cm",Bronce,839,1239.54,400.54,28-10-24,"Industrias del Plata"
MT-0620,"Perfil Plomo 50cm",,698,1044.16,346.16,2024-08-20,"MetalSur S.A."
MT-0621,"  Barra Aluminio 21mm  ",Bronce,712,789.97,77.97,2024-10-04,"MetalSur S.A."
BR-0622,"Perfil Cobre 45mm",Acero Inoxidable,,567.92,149.92,02/10/2024,"Aceros del Río"
BR-0623,"Perfil Acero Inoxidable 29mm",Bronce,355,429.44,74.44,08-11-24,"MetalCorp Internacional"
MT-0624,"  Bobina Hierro#304 47mm  ",Magnesio,240,316.59,76.59,2024-03-11,"Fundición Oriental"
BR-0625,"Plancha Aluminio 43mm",Hierro,649,971.87,322.87,12/22/2024,"Fundición Oriental"
AC-0626,"Perfil Magnesio® 31mm",Acero Inoxidable,745,848.28,103.28,2024-12-16,"Aceros del Río"
CU-0627,"Perfil Aluminio 33mm",Zinc,401,560.35,159.35,06-02-24,"Aceros del Río"
AC-0628,"Alambre Magnesio(6061) 25mm",Acero Inoxidable,223,263.49,40.49,2024-12-20,"Aleaciones del Sur"
BR-0629,"Varilla Níquel 31cm",Cobre,482,590.42,108.42,05/26/2024,"SiderúrgicaUY"
AL-0630,"Flejes Bronce#304 30cm",Aluminio,837,1231.36$,394.36,2024-01-18,"MetalSur S.A."
AL-0631,"Varilla Acero Inoxidable 25mm",,745,957.31,212.31,2024-08-06,"Aleaciones del Sur"
CU-0632,"Perfil Cobre 23cm",Níquel,415,510.45,95.45,07/11/2024,"Fundición Oriental"
AC-0633,"  Plancha Cobre 3cm  ",Plomo,984,1265.76,281.76,12/07/2024,"SiderúrgicaUY"
AL-0634,"Flejes Aluminio 46mm",Acero Inoxidable,580,848.71,268.71%,10/07/2024,"MetalCorp Internacional"
MT-0635,"Alambre Aluminio 13cm",Titanio,725,1064.37,339.37,2024-09-02,"SiderúrgicaUY"
CU-0636,"Perfil Magnesio 47mm",Níquel,815,1216.01,401.01,2024-11-20,"SiderúrgicaUY"
CU-0637,"Alambre Níquel 39cm",Zinc,572,672.61,100.61,11/14/2024,"Industrias del Plata"
AL-0638,"Plancha Aluminio 4cm",Titanio,814,1012.88,198.88,24/03/2024,"Fundición Oriental"
MT-0639,"Plancha Aluminio 5mm",Níquel,71,86.25$,15.25,09/06/2024,"SiderúrgicaUY"
AL-0640,"  Chapa Bronce(6061) 37mm  ",Acero Inoxidable,57,81.35,24.35,22-03-24,"MetalSur S.A."
BR-0641,"Varilla Acero Inoxidable 36mm",Níquel,847,1061.1,214.1,08/05/2024,"MetalSur S.A."
AC-0642,"Bobina Magnesio 40mm",Bronce,378,518.99$,140.99,03/17/2024,"MetalCorp Internacional"
CU-0643,"Caño Hierro 28mm",Níquel,487,721.19,234.19,2024-07-12,"MetalCorp Internacional"
CU-0644,"Flejes Magnesio 11cm",Titanio,266,314.86,48.86,01/27/2024,"MetalCorp Internacional"
CU-0645,"Alambre Cobre™ 38cm",Níquel,688,862.52,174.52,2024-12-05,"Aleaciones del Sur"
MT-0646,"Caño Acero Inoxidable 11mm",Magnesio,662,911.32,249.32,06-07-24,"Aleaciones del Sur"
AC-0647,"Bobina Aluminio 31mm",Aluminio,386,570.76,184.76,07/28/2024,"Fundición Oriental"
CU-0648,"Barra Níquel™ 44mm",Zinc,342,462.16,120.16,2024-11-14,"Aceros del Río"
CU-0649,"Alambre Bronce 40cm",Zinc,805,1052.46$,247.46%,12-09-24,"SiderúrgicaUY"
BR-0650,"Perfil Hierro 20mm",Aluminio,397,518.6,121.6,24/10/2024,"SiderúrgicaUY"
MT-0651,"Alambre Níquel 29mm",Hierro,878,1134.17,256.17,07-02-24,"SiderúrgicaUY"
CU-0652,"Plancha Titanio 32cm",Acero Inoxidable,770,960.42$,190.42,08/04/2024,"Metalúrgica Central"
AL-0653,"Plancha Titanio 9cm",Magnesio,367,441.45,74.45,13-04-24,"Metalúrgica Central"
CU-0654,"Alambre Magnesio 37mm",Acero Inoxidable,,358.24$,85.24%,03/13/2024,"Metalúrgica Central"
MT-0655,"Varilla Magnesio 3mm",Níquel,788,966.44,178.44,05/18/2024,"Aleaciones del Sur"
CU-0656,"Alambre Titanio™ 30mm",Zinc,809,904.04,95.04,06/08/2024,"Industrias del Plata"
CU-0657,"Barra Hierro 3cm",Bronce,481,619.39$,138.39,23/03/2024,"Industrias del Plata"
AC-0658,"Chapa Hierro 1mm",Magnesio,1014,1500.77,486.77,07/11/2024,"Industrias del Plata"
BR-0659,"Caño Cobre 38mm",Acero Inoxidable,603,890.54,287.54,07/15/2024,"MetalSur S.A."
CU-0660,"Varilla Hierro 31mm",Aluminio,289,375.15,86.15,2024-09-18,"MetalCorp Internacional"
AL-0661,"Caño Plomo™ 47cm",Aluminio,264,344.5,80.5,10/25/2024,"SiderúrgicaUY"
BR-0662,"Perfil Plomo 47cm",Plomo,1003,1264.97,261.97,2024-10-05,"SiderúrgicaUY"
CU-0663,"Bobina Titanio 4mm",Acero Inoxidable,683,847.33,164.33,2024-08-03,"Metalúrgica Central"
AL-0664,"Barra Cobre 42cm",Acero Inoxidable,,522.24,55.24,25/01/2024,"MetalSur S.A."
BR-0665,"Chapa Zinc&Zinc 50mm",Níquel,100,148.41,48.41,06/08/2024,"Fundición Oriental"
BR-0666,"Varilla Plomo 7cm",Zinc,967,1228.76,261.76,06-02-24,"Metalúrgica Central"
MT-0667,"Tubo Plomo(6061) 34cm",Magnesio,951,1090.18,139.18,02/04/2024,"Aceros del Río"
MT-0668,"  Plancha Zinc® 48cm  ",Bronce,118,131.74,13.74,11/01/2024,"MetalSur S.A."
MT-0669,"Alambre Aluminio 27cm",,481,692.27,211.27,01/15/2024,"Aceros del Río"
MT-0670,"Varilla Níquel 13mm",Zinc,796,1069.18,273.18%,12/15/2024,"Aleaciones del Sur"
MT-0671,"Varilla Zinc#304 31cm",Titanio,808,1165.58,357.58,07-02-24,"Industrias del Plata"
CU-0672,"  Alambre Plomo 28cm  ",Bronce,962,1370.5,408.5,09/04/2024,"Aceros del Río"
BR-0673,"Caño Aluminio 4cm",Níquel,76,100.59,24.59,05-04-24,"Metalúrgica Central"
AL-0674,"Plancha Aluminio 45mm",Aluminio,413,589.63,176.63,2024-01-06,"Fundición Oriental"
MT-0675,"Bobina Acero Inoxidable 11cm",Titanio,995,1403.11,408.11,09/10/2024,"MetalCorp Internacional"
MT-0676,"Alambre Níquel 27mm",Plomo,624,836.32,212.32,07/02/2024,"Aleaciones del Sur"
BR-0677,"Flejes Titanio 11mm",Bronce,345,467.31,122.31,2024-11-12,"Aceros del Río"
MT-0678,"Alambre Aluminio 8cm",Zinc,1048,1484.2$,436.2,03-03-24,"Fundición Oriental"
MT-0679,"Chapa Cobre 46mm",Aluminio,363,416.97,53.97,20-11-24,"Metalúrgica Central"
BR-0680,"Caño Hierro#304 37mm",,635,726.59,91.59,05/23/2024,"Fundición Oriental"
AL-0681,"Barra Titanio 24cm",Acero Inoxidable,440,549.61,109.61,2024-03-16,"MetalCorp Internacional"
BR-0682,"Chapa Cobre 46cm",Plomo,561,722.8,161.8,25-01-24,"Industrias del Plata"
MT-0683,"Flejes Níquel#304 31cm",,,957.13,239.13,10/25/2024,"Industrias del Plata"
AC-0684,"Bobina Hierro 49cm",Magnesio,205,302.55,97.55,2024-08-25,"MetalCorp Internacional"
AC-0685,"Tubo Hierro 10cm",Aluminio,621,721.92,100.92,08-02-24,"SiderúrgicaUY"
BR-0686,"Perfil Hierro 6mm",Aluminio,228,271.42$,43.42,09/01/2024,"MetalCorp Internacional"
AL-0687,"Plancha Plomo 46cm",Níquel,199,246.92,47.92,16/04/2024,"MetalSur S.A."
MT-0688,"Perfil Hierro 28cm",Zinc,745,897.33,152.33,28/02/2024,"Fundición Oriental"
AC-0689,"Caño Plomo™ 2cm",Titanio,1003,1463.12,460.12,04/08/2024,"Aceros del Río"
AL-0690,"Chapa Plomo 21mm",Bronce,308,403.77,95.77,04-09-24,"Fundición Oriental"
BR-0691,"  Alambre Titanio 19cm  ",Bronce,418,523.17,105.17,08/01/2024,"MetalSur S.A."
CU-0692,"Bobina Cobre 23mm",Cobre,112,166.67,54.67,18-06-24,"MetalSur S.A."
BR-0693,"Alambre Acero Inoxidable 35mm",Aluminio,50,63.22,13.22,02/10/2024,"Fundición Oriental"
AL-0694,"Tubo Cobre 11cm",Aluminio,687,762.62,75.62,2024-02-14,"Aleaciones del Sur"
AL-0695,"  Chapa Magnesio 15mm  ",Bronce,52,60.03,8.03,08-05-24,"Metalúrgica Central"
AL-0696,"Barra Bronce 7cm",Bronce,237,275.25,38.25,2024-09-26,"Aceros del Río"
MT-0697,"Alambre Bronce 14cm",Zinc,1029,1502.76,473.76,2024-03-06,"Aleaciones del Sur"
AL-0698,"  Tubo Hierro 49cm  ",Níquel,330,410.44,80.44,2024-10-28,"Fundición Oriental"
CU-0699,"Barra Plomo 43cm",Níquel,308,442.45,134.45,2024-03-09,"Industrias del Plata"
MT-0700,"Varilla Plomo™ 45cm",Bronce,270,400.02,130.02,02/15/2024,"SiderúrgicaUY"
CU-0701,"Bobina Níquel 14cm",,203,283.17,80.17,12/08/2024,"Fundición Oriental"
AC-0702,"Tubo Acero Inoxidable 3cm",Titanio,744,850.74,106.74,2024-06-22,"Aceros del Río"
AC-0703,"Caño Aluminio 27mm",Aluminio,305,367.87,62.87,13/04/2024,"Fundición Oriental"
BR-0704,"Tubo Zinc 17cm",Aluminio,640,931.89,291.89,01-06-24,"Aleaciones del Sur"
BR-0705,"Alambre Bronce 20mm",Níquel,215,239.44,24.44,04-05-24,"Metalúrgica Central"
AL-0706,"Flejes Bronce® 12mm",Bronce,,300.38,81.38,20-08-24,"Fundición Oriental"
MT-0707,"Alambre Aluminio(6061) 39cm",Aluminio,93,138.72,45.72,2024-08-17,"Industrias del Plata"
AC-0708,"Perfil Plomo 19mm",Cobre,,491.7,68.7,07/07/2024,"Aleaciones del Sur"
AC-0709,"Alambre Acero Inoxidable 17cm",Titanio,177,224.77,47.77%,12-06-24,"Fundición Oriental"
BR-0710,"Barra Zinc 25mm",Zinc,1048,1322.96,274.96%,10/26/2024,"MetalCorp Internacional"
CU-0711,"Alambre Acero Inoxidable 8cm",Magnesio,186,243.46,57.46,12/27/2024,"Aleaciones del Sur"
AC-0712,"Caño Hierro 36cm",Plomo,214,261.28,47.28,2024-09-25,"Fundición Oriental"
CU-0713,"  Barra Zinc 39cm  ",Cobre,1047,1365.74,318.74,2024-10-17,"Aceros del Río"
AL-0714,"Alambre Bronce 10cm",Magnesio,349,395.06,46.06,02/28/2024,"Metalúrgica Central"
AC-0715,"Bobina Acero Inoxidable 36mm",Plomo,912,1194.02,282.02,05-12-24,"Aceros del Río"
AC-0716,"Flejes Hierro 9cm",Cobre,,295.58,81.58,01/05/2024,"Industrias del Plata"
MT-0717,"Plancha Aluminio 20cm",Bronce,171,230.8,59.8,2024-11-28,"MetalSur S.A."
AL-0718,"Perfil Acero Inoxidable 3cm",Magnesio,262,301.63,39.63,07/28/2024,"Industrias del Plata"
BR-0719,"Tubo Aluminio 4cm",Titanio,87,114.82,27.82,15/03/2024,"Aleaciones del Sur"
AC-0720,"Varilla Níquel#304 43cm",Zinc,569,715.09,146.09,04/28/2024,"MetalCorp Internacional"
AC-0721,"Plancha Plomo 16mm",Zinc,406,600.81,194.81,06/06/2024,"MetalCorp Internacional"
BR-0722,"Varilla Aluminio 21cm",Hierro,503,616.6,113.6,19/02/2024,"MetalCorp Internacional"
MT-0723,"Perfil Aluminio(6061) 38mm",Zinc,887,1132.02,245.02,2024-12-11,"MetalCorp Internacional"
AL-0724,"Varilla Magnesio 46mm",Acero Inoxidable,934,1163.85,229.85,08/10/2024,"Fundición Oriental"
BR-0725,"Flejes Bronce 9cm",Bronce,95,124.17,29.17,20/09/2024,"MetalCorp Internacional"
AC-0726,"Varilla Titanio™ 14mm",Hierro,1037,1448.05,411.05,25-10-24,"Metalúrgica Central"
BR-0727,"Caño Cobre 24mm",Magnesio,595,742.3,147.3,01/23/2024,"Fundición Oriental"
BR-0728,"Tubo Plomo 25mm",Acero Inoxidable,775,980.68,205.68,02/05/2024,"Fundición Oriental"
AL-0729,"Alambre Acero Inoxidable 44mm",Acero Inoxidable,401,500.3,99.3,21-05-24,"Fundición Oriental"
AL-0730,"Plancha Titanio 9mm",Titanio,95,137.75,42.75,22-12-24,"MetalCorp Internacional"
AC-0731,"Barra Aluminio(6061) 5mm",Níquel,254,344.84,90.84,10/08/2024,"Industrias del Plata"
AL-0732,"Tubo Níquel 21cm",Titanio,859,1111.69,252.69,02/07/2024,"SiderúrgicaUY"
AC-0733,"  Alambre Acero Inoxidable 8mm  ",Hierro,408,556.46,148.46,15/03/2024,"Fundición Oriental"
CU-0734,"Perfil Magnesio 33cm",Níquel,412,524.18,112.18,20/11/2024,"SiderúrgicaUY"
CU-0735,"Alambre Magnesio 50mm",Titanio,138,180.96,42.96,2024-07-15,"Industrias del Plata"
AL-0736,"Bobina Magnesio 21mm",Níquel,751,1027.18,276.18,2024-04-06,"MetalCorp Internacional"
CU-0737,"Caño Aluminio 47mm",Níquel,,491.68,125.68,23-04-24,"Aceros del Río"
AL-0738,"Perfil Cobre 6cm",Zinc,932,1289.88,357.88,27/08/2024,"Metalúrgica Central"
MT-0739,"  Caño Aluminio 4cm  ",Acero Inoxidable,386,557.18,171.18,2024-12-04,"Industrias del Plata"
BR-0740,"Varilla Zinc 44cm",Titanio,353,433.89,80.89,2024-11-15,"Aceros del Río"
CU-0741,"Tubo Níquel&Zinc 26cm",Níquel,997,1124.67$,127.67,23-08-24,"Fundición Oriental"
AL-0742,"  Plancha Níquel(6061) 34mm  ",Níquel,602,680.62,78.62,2024-06-19,"Metalúrgica Central"
AC-0743,"Chapa Hierro 35cm",Titanio,879,1243.85,364.85,09-07-24,"MetalCorp Internacional"
BR-0744,"Bobina Hierro 30cm",Aluminio,407,504.22,97.22,04/01/2024,"MetalCorp Internacional"
CU-0745,"Bobina Magnesio 44mm",Hierro,869,956.25,87.25,20/05/2024,"SiderúrgicaUY"
AC-0746,"Tubo Magnesio 33mm",Aluminio,331,371.99,40.99,23/07/2024,"Industrias del Plata"
AC-0747,"Chapa Titanio 37cm",Bronce,392,573.09,181.09,2024-03-03,"MetalCorp Internacional"
BR-0748,"Plancha Titanio 5cm",Bronce,1009,1350.33,341.33,10-01-24,"SiderúrgicaUY"
CU-0749,"Alambre Bronce 42cm",Plomo,947,1131.92,184.92,12/06/2024,"MetalSur S.A."
CU-0750,"Plancha Titanio(6061) 8cm",Níquel,878,1142.59,264.59,14/11/2024,"Fundición Oriental"
AL-0751,"  Caño Plomo 45cm  ",Titanio,812,1097.57,285.57,08-01-24,"Industrias del Plata"
BR-0752,"Perfil Bronce 11mm",,349,445.97,96.97,04/05/2024,"Aleaciones del Sur"
CU-0753,"Flejes Bronce 25mm",Níquel,487,613.77,126.77,06-02-24,"Aleaciones del Sur"
MT-0754,"Chapa Hierro 23mm",Plomo,408,561.26,153.26,07/11/2024,"Aleaciones del Sur"
AL-0755,"Tubo Níquel 5mm",Bronce,166,236.39,70.39,06/05/2024,"Metalúrgica Central"
AL-0756,"Perfil Zinc 43mm",Plomo,883,1185.15,302.15,2024-09-22,"MetalSur S.A."
CU-0757,"Caño Magnesio™ 18mm",Hierro,113,158.25,45.25,10/07/2024,"MetalSur S.A."
MT-0758,"  Caño Acero Inoxidable 6cm  ",Plomo,759,845.45,86.45,22-03-24,"SiderúrgicaUY"
AL-0759,"Flejes Aluminio 38mm",Aluminio,137,158.16$,21.16,28/04/2024,"Fundición Oriental"
AC-0760,"Perfil Aluminio 22cm",Magnesio,360,440.33,80.33,10/14/2024,"MetalCorp Internacional"
MT-0761,"Alambre Níquel 30cm",Titanio,241,280.15,39.15,25/08/2024,"MetalSur S.A."
AC-0762,"  Barra Titanio 15cm  ",Zinc,329,374.16,45.16,2024-12-16,"Industrias del Plata"
BR-0763,"Alambre Hierro 45cm",Aluminio,935,1368.63,433.63,09/02/2024,"Aceros del Río"
AC-0764,"Flejes Plomo 29mm",Magnesio,550,718.63,168.63,19-02-24,"MetalCorp Internacional"
